iid,name,county.x,street_str_addr1,street_city,street_state,street_zip,street_zip4,attending_district_institutional_id,district,school,x2017_18_total_enrollment,x2018_19_total_enrollment,x2018_19_american_indian_alaska_native,x2018_19_percent_american_indian_alaska_native,x2018_19_asian,x2018_19_percent_asian,x2018_19_native_hawaiian_pacific_islander,x2018_19_percent_native_hawaiian_pacific_islander,x2018_19_black_african_american,x2018_19_percent_black_african_american,x2018_19_hispanic_latino,x2018_19_percent_hispanic_latino,x2018_19_white,x2018_19_percent_white,x2018_19_multiracial,x2018_19_percent_multiracial,address,lon,lat,county.y,district_id,district_name,institution_name,institution_type,student_group_type,student_group,approaches_to_learning_self_regulation_score,approaches_to_learning_interpersonal_skills_score,approaches_to_learning_total_score_score,approaches_to_learning_n,math_avg_number_correct_score,math_n,literacy_uppercase_letter_names_number_correct_score,literacy_uppercase_letter_names_number_correct_n,literacy_lowercase_letter_names_number_correct_score,literacy_lowercase_letter_names_number_correct_n,literacy_letter_sounds_number_correct_score,literacy_letter_sounds_number_correct_n
2846,Mill Creek Academy,Marion,2970 Center St NE,Salem,OR,97301,4555,3476,ODE JDEP District,Mill Creek Academy,16,14,,0,,0,,0,,0,5,0.35714,8,0.57143,1,0.07143,2970 Center St NE Salem OR 97301,-122.998971,44.938357,,,,,,,,,,,,,,,,,,,
2848,Donald E Long School,Multnomah,1401 NE 68th Ave,Portland,OR,97213,,3476,ODE JDEP District,Donald E Long School,63,51,2,0.03922,1,0.01961,,0,16,0.31373,10,0.19608,13,0.2549,9,0.17647,1401 NE 68th Ave Portland OR 97213,-122.5946484,45.5316515,,,,,,,,,,,,,,,,,,,
2858,Yamhill County Juvenile,Yamhill,535 E Fifth St,McMinnville,OR,97128,4504,3476,ODE JDEP District,Yamhill County Juvenile,7,12,1,0.08333,,0,,0,,0,5,0.41667,5,0.41667,1,0.08333,535 E Fifth St McMinnville OR 97128,-123.1934594,45.2118625,,,,,,,,,,,,,,,,,,,
2915,Prineville COIC Dropout Re-engagement Program,Crook,2321 NE 3rd St,Prineville,OR,97754,0,1970,Crook County SD,Prineville COIC Dropout Re-engagement Program,24,30,3,0.1,,0,,0,,0,2,0.06667,24,0.8,1,0.03333,2321 NE 3rd St Prineville OR 97754,-120.8173883,44.303451,,,,,,,,,,,,,,,,,,,
2916,Bend COIC Dropout Re-engagement Program,Deschutes,1645 NE Forbes Rd Ste 101,Bend,OR,97701,,1976,Bend-LaPine Administrative SD 1,Bend COIC Dropout Re-engagement Program,116,116,3,0.02586,2,0.01724,,0,3,0.02586,15,0.12931,89,0.76724,4,0.03448,1645 NE Forbes Rd Ste 101 Bend OR 97701,-121.2809943,44.0555729,,,,,,,,,,,,,,,,,,,
2994,Lourdes School,Linn,39059 Jordan Rd,Scio,OR,97374,9330,2103,Scio SD 95,Lourdes School,48,47,,0,,0,,0,,0,5,0.10638,40,0.85106,2,0.04255,39059 Jordan Rd Scio OR 97374,-122.8448802,44.7039277,Linn,2103,Scio SD 95,Lourdes School,School,Total Population,Total Population,3.7,3.8,3.7,6,13.8,6,20.8,6,16.7,6,14.2,6
3021,Open School North,Multnomah,7602 N Emerald,Portland,OR,97217,0,2180,Portland SD 1J,Open School North,37,Closed,,0,,0,,0,,0,,0,,0,,0,7602 N Emerald Portland OR 97217,-122.699358,45.5778154,,,,,,,,,,,,,,,,,,,
3129,NORCOR Education Detention Center,Wasco,211 Webber Rd,The Dalles,OR,97058,0,3476,ODE JDEP District,NORCOR Education Detention Center,20,15,6,0.4,,0,,0,,0,5,0.33333,3,0.2,1,0.06667,211 Webber Rd The Dalles OR 97058,-121.2009955,45.6132492,,,,,,,,,,,,,,,,,,,
3132,Rockville Elementary School,Malheur,737 Succor Creek Rd,Jordan Valley,OR,97910,,2107,Jordan Valley SD 3,Rockville Elementary School,4,5,,0,,0,,0,,0,,0,5,1,,0,737 Succor Creek Rd Jordan Valley OR 97910,-117.1085463,43.316584400000004,Malheur,2107,Jordan Valley SD 3,Rockville Elementary School,School,Total Population,Total Population,,,,,,,,,,,,
3146,North Marion Primary School,Marion,20257 Grim Rd NE,Aurora,OR,97002,9496,2141,North Marion SD 15,North Marion Primary School,384,375,2,0.00533,5,0.01333,,0,1,0.00267,180,0.48,171,0.456,16,0.04267,20257 Grim Rd NE Aurora OR 97002,-122.7974346,45.2132712,Marion,2141,North Marion SD 15,North Marion Primary School,School,Total Population,Total Population,3.2,3.4,3.2,134,10.5,134,11.6,134,9.5,134,5.8,134
3147,Lake Creek Learning Center,Jackson,391 Lake Creek Loop Rd,Eagle Point,OR,97524,9403,2043,Eagle Point SD 9,Lake Creek Learning Center,54,47,,0,1,0.02128,,0,,0,2,0.04255,42,0.89362,2,0.04255,391 Lake Creek Loop Rd Eagle Point OR 97524,-122.6173445,42.4260839,Jackson,2043,Eagle Point SD 9,Lake Creek Learning Center,School,Total Population,Total Population,3.3,3.5,3.3,11,10.2,11,10.5,11,7.9,11,5.9,11
3150,Kairos - Three Bridges,Josephine,711 SW Ramsey Ave,Grants Pass,OR,97527,5500,2025,Southern Oregon ESD,Kairos-Three Bridges,Change of Admin in 18-19 to Southern Oregon ESD,,,0,,0,,0,,0,,0,,0,,0,711 SW Ramsey Ave Grants Pass OR 97527,-123.3458041,42.4190912,,,,,,,,,,,,,,,,,,,
3159,Paul L Patterson Elementary School,Washington,261 NE Lenox St,Hillsboro,OR,97124,4325,2239,Hillsboro SD 1J,Paul L Patterson Elementary School,463,458,3,0.00655,12,0.0262,1,0.00218,8,0.01747,94,0.20524,287,0.62664,53,0.11572,261 NE Lenox St Hillsboro OR 97124,-122.9930574,45.5465306,Washington,2239,Hillsboro SD 1J,Paul L Patterson Elementary School,School,Total Population,Total Population,3.2,3.5,3.3,53,12.5,54,19.2,55,15.9,55,11,55
3160,Orenco Elementary School,Washington,22550 NW Birch St,Hillsboro,OR,97124,6683,2239,Hillsboro SD 1J,Orenco Elementary School,643,648,7,0.0108,96,0.14815,5,0.00772,15,0.02315,134,0.20679,324,0.5,67,0.1034,22550 NW Birch St Hillsboro OR 97124,-122.9074601,45.5285571,Washington,2239,Hillsboro SD 1J,Orenco Elementary School,School,Total Population,Total Population,3.7,4,3.8,97,11.1,98,18.5,98,15.8,98,10.3,98
3162,Clemens Primary School,Benton,535 S 19th St,Philomath,OR,97370,9516,1900,Philomath SD 17J,Clemens Primary School,182,175,,0,2,0.01143,1,0.00571,,0,17,0.09714,142,0.81143,13,0.07429,535 S 19th St Philomath OR 97370,-123.357999,44.536365,Benton,1900,Philomath SD 17J,Clemens Primary School,School,Total Population,Total Population,3.6,3.7,3.6,85,11.3,87,14.6,85,12.5,85,7.9,85
3168,The Creeks,Multnomah,2470 SW Halsey,Troutdale,OR,97060,1020,2148,Multnomah ESD,The Creeks,48,139,3,0.02158,1,0.00719,2,0.01439,21,0.15108,22,0.15827,71,0.51079,19,0.13669,2470 SW Halsey Troutdale OR 97060,-122.413158,45.5342892,,,,,,,,,,,,,,,,,,,
3198,Spring Mountain Elementary School,Clackamas,11645 SE Masa Ln,Happy Valley,OR,97086,,1924,North Clackamas SD 12,Spring Mountain Elementary School,555,523,3,0.00574,81,0.15488,1,0.00191,12,0.02294,42,0.08031,326,0.62333,58,0.1109,11645 SE Masa Ln Happy Valley OR 97086,-122.5348265,45.4373887,Clackamas,1924,North Clackamas SD 12,Spring Mountain Elementary School,School,Total Population,Total Population,3.5,3.7,3.6,84,11.7,86,17.6,85,14.8,85,8.8,85
3215,Miller Elementary School,Marion,1650 46th Pl SE,Salem,OR,97317,6672,2142,Salem-Keizer SD 24J,Miller Elementary School,417,417,1,0.0024,2,0.0048,18,0.04317,8,0.01918,173,0.41487,195,0.46763,20,0.04796,1650 46th Pl SE Salem OR 97317,-122.9665709,44.9107064,Marion,2142,Salem-Keizer SD 24J,Miller Elementary School,School,Total Population,Total Population,3.5,3.6,3.6,76,9,76,10.1,76,7.3,76,2.5,76
3216,Summit High School,Deschutes,2855 NW Clearwater Dr,Bend,OR,97701,9469,1976,Bend-LaPine Administrative SD 1,Summit High School,1601,1549,2,0.00129,24,0.01549,2,0.00129,6,0.00387,103,0.06649,1351,0.87218,61,0.03938,2855 NW Clearwater Dr Bend OR 97701,-121.3620584,44.0576535,,,,,,,,,,,,,,,,,,,
3217,Sky View Middle School,Deschutes,63555 NE 18th St,Bend,OR,97701,8352,1976,Bend-LaPine Administrative SD 1,Sky View Middle School,689,681,2,0.00294,14,0.02056,2,0.00294,2,0.00294,71,0.10426,577,0.84728,13,0.01909,63555 NE 18th St Bend OR 97701,-121.2804259,44.1077501,,,,,,,,,,,,,,,,,,,
3218,High Lakes Elementary School,Deschutes,2500 NW High Lakes Lp,Bend,OR,97701,5923,1976,Bend-LaPine Administrative SD 1,High Lakes Elementary School,621,593,,0,5,0.00843,,0,6,0.01012,28,0.04722,526,0.88702,28,0.04722,2500 NW High Lakes Lp Bend OR 97701,-121.3526843,44.0616613,Deschutes,1976,Bend-LaPine Administrative SD 1,High Lakes Elementary School,School,Total Population,Total Population,3.6,3.7,3.7,63,12.4,63,19.3,63,15.6,63,9.8,63
3219,Highland School at Kenwood Elementary School,Deschutes,701 NW Newport Ave,Bend,OR,97701,1799,1976,Bend-LaPine Administrative SD 1,Highland School at Kenwood Elementary School,392,393,,0,5,0.01272,1,0.00254,,0,6,0.01527,376,0.95674,5,0.01272,701 NW Newport Ave Bend OR 97701,-121.3227887,44.0620916,Deschutes,1976,Bend-LaPine Administrative SD 1,Highland School at Kenwood Elementary School,School,Total Population,Total Population,3.9,4.2,4,56,12.7,66,20.1,65,17.2,65,14.1,65
3221,Westside Village Magnet School at Kingston Elementary School,Deschutes,1101 NW 12th St,Bend,OR,97701,4413,1976,Bend-LaPine Administrative SD 1,Westside Village Magnet School at Kingston Elementary School,268,263,2,0.0076,8,0.03042,2,0.0076,8,0.03042,10,0.03802,221,0.8403,12,0.04563,1101 NW 12th St Bend OR 97701,-121.3294927,44.0603677,Deschutes,1976,Bend-LaPine Administrative SD 1,Westside Village Magnet School at Kingston Elementary School,School,Total Population,Total Population,2.7,3,2.8,20,14.9,20,17.9,20,15.4,20,10.2,20
3222,Middleton Elementary School,Washington,23505 SW Old Hwy 99W,Sherwood,OR,97140,8640,2244,Sherwood SD 88J,Middleton Elementary School,598,599,1,0.00167,19,0.03172,2,0.00334,8,0.01336,28,0.04674,510,0.85142,31,0.05175,23505 SW Old Hwy 99W Sherwood OR 97140,-122.8687434,45.3492256,Washington,2244,Sherwood SD 88J,Middleton Elementary School,School,Total Population,Total Population,3,3.2,3.1,90,11.7,89,19.4,89,16.2,89,12.2,89
3227,Destinations Academy,Coos,755 S 7th St,Coos Bay,OR,97420,1342,1965,Coos Bay SD 9,Destinations Academy,92,71,3,0.04225,,0,,0,,0,13,0.1831,47,0.66197,8,0.11268,755 S 7th St Coos Bay OR 97420,-124.2209345,43.3613942,,,,,,,,,,,,,,,,,,,
3229,Village School,Lane,3411 Willamette St,Eugene,OR,97405,5122,2082,Eugene SD 4J,Village School,225,220,2,0.00909,2,0.00909,,0,1,0.00455,21,0.09545,170,0.77273,24,0.10909,3411 Willamette St Eugene OR 97405,-123.0913455,44.0187438,Lane,2082,Eugene SD 4J,Village School,School,Total Population,Total Population,3.8,3.8,3.8,18,12.1,18,19.7,18,15,18,11.9,18
3233,Ridgeline Montessori,Lane,4500 W Amazon Dr,Eugene,OR,97405,4699,2082,Eugene SD 4J,Ridgeline Montessori,247,246,1,0.00407,2,0.00813,,0,,0,17,0.06911,198,0.80488,28,0.11382,4500 W Amazon Dr Eugene OR 97405,-123.0763089,44.0063113,Lane,2082,Eugene SD 4J,Ridgeline Montessori,School,Total Population,Total Population,3.7,3.7,3.7,26,12.8,26,21.4,26,17.9,26,15.4,26
3240,Lincoln City Career Technical High School,Lincoln,801 SW Hwy 101 Ste 404,Lincoln City,OR,97367,2711,2097,Lincoln County SD,Lincoln City Career Technical High School,50,51,1,0.01961,,0,,0,,0,3,0.05882,43,0.84314,4,0.07843,801 SW Hwy 101 Ste 404 Lincoln City OR 97367,-124.015814,44.960999,,,,,,,,,,,,,,,,,,,
3247,Armadillo Technical Institute,Jackson,106 Rose St,Phoenix,OR,97535,,2039,Phoenix-Talent SD 4,Armadillo Technical Institute,71,81,1,0.01235,,0,,0,,0,8,0.09877,67,0.82716,5,0.06173,106 Rose St Phoenix OR 97535,-122.8181536,42.2715482,,,,,,,,,,,,,,,,,,,
3342,Oak Grove Elementary,Clackamas,2150 SE Torbank Rd,Milwaukie,OR,97222,8111,1924,North Clackamas SD 12,Oak Grove Elementary,341,338,1,0.00296,5,0.01479,,0,4,0.01183,56,0.16568,241,0.71302,31,0.09172,2150 SE Torbank Rd Milwaukie OR 97222,-122.6423077,45.4241911,Clackamas,1924,North Clackamas SD 12,Oak Grove Elementary School,School,Total Population,Total Population,3.3,3.5,3.4,56,10.3,54,13.3,54,10.6,54,5.5,54
3347,Burnt River School,Baker,201 S 1st Ave,Unity,OR,97884,0,1896,Burnt River SD 30J,Burnt River School,38,55,,0,8,0.14545,,0,,0,4,0.07273,42,0.76364,1,0.01818,201 S 1st Ave Unity OR 97884,-118.1932268,44.4404929,Baker,1896,Burnt River SD 30J,Burnt River School,School,Total Population,Total Population,3.7,4.1,3.9,6,,,,,,,,
3348,Days Creek Charter School,Douglas,11381 Tiller Trail Hwy,Days Creek,OR,97429,0,1993,Douglas County SD 15,Days Creek Charter School,193,188,9,0.04787,,0,1,0.00532,,0,12,0.06383,146,0.7766,20,0.10638,11381 Tiller Trail Hwy Days Creek OR 97429,-123.16611,42.969723,Douglas,1993,Douglas County SD 15,Days Creek Charter School,School,Total Population,Total Population,3,3.2,3.1,14,11,14,11.6,14,9.6,14,4.2,14
3349,Prairie City School,Grant,740 Overholt St,Prairie City,OR,97869,,2009,Prairie City SD 4,Prairie City School,133,154,2,0.01299,,0,,0,,0,2,0.01299,143,0.92857,7,0.04545,740 Overholt St Prairie City OR 97869,-118.7084911,44.4567986,Grant,2009,Prairie City SD 4,Prairie City School,School,Total Population,Total Population,3.6,3.8,3.7,9,12.8,9,16.1,9,13.7,9,13.1,9
3350,Monument School,Grant,127 North St,Monument,OR,97864,,2010,Monument SD 8,Monument School,47,50,5,0.1,2,0.04,,0,1,0.02,4,0.08,38,0.76,,0,127 North St Monument OR 97864,-119.4206912,44.8202568,Grant,2010,Monument SD 8,Monument School,School,Total Population,Total Population,,,,,,,,,,,,
3351,Huntington School,Baker,520 3rd St E,Huntington,OR,97907,5054,1895,Huntington SD 16J,Huntington School,92,94,,0,6,0.06383,,0,,0,9,0.09574,75,0.79787,4,0.04255,520 3rd St E Huntington OR 97907,-117.260925,44.346827,Baker,1895,Huntington SD 16J,Huntington School,School,Total Population,Total Population,3.5,3.8,3.6,10,10.6,9,15.8,10,12.4,10,8.3,10
3352,Jewell School,Clatsop,83874 Hwy 103,Seaside,OR,97138,6154,1934,Jewell SD 8,Jewell School,164,155,,0,,0,,0,,0,13,0.08387,127,0.81935,15,0.09677,83874 Hwy 103 Seaside OR 97138,-123.4980134,45.9291511,Clatsop,1934,Jewell SD 8,Jewell School,School,Total Population,Total Population,3.6,3.7,3.6,9,9.1,9,17.3,9,13,9,9.8,9
3353,Dayville School,Grant,285 School House Rd,Dayville,OR,97825,8,2011,Dayville SD 16J,Dayville School,47,43,,0,,0,,0,,0,,0,42,0.97674,1,0.02326,285 School House Rd Dayville OR 97825,-119.5377839,44.4675126,Grant,2011,Dayville SD 16J,Dayville School,School,Total Population,Total Population,,,,,,,,,,,,
3356,Prospect Charter School,Jackson,160 Mill Creek Dr,Prospect,OR,97536,0,2045,Prospect SD 59,Prospect Charter School,228,226,,0,,0,1,0.00442,,0,5,0.02212,203,0.89823,17,0.07522,160 Mill Creek Dr Prospect OR 97536,-122.4894276,42.7534614,Jackson,2045,Prospect SD 59,Prospect Charter School,School,Total Population,Total Population,3.8,3.8,3.8,18,10,18,12.3,18,10.4,18,8.4,18
3360,Paisley School,Lake,260 Green St,Paisley,OR,97636,0,2060,Paisley SD 11,Paisley School,222,215,,0,9,0.04186,,0,,0,23,0.10698,172,0.8,11,0.05116,260 Green St Paisley OR 97636,-120.5427378,42.6933669,Lake,2060,Paisley SD 11,Paisley School,School,Total Population,Total Population,3.2,3.3,3.2,16,12.9,16,20.4,16,17.4,16,18,16
3361,Eddyville Charter School,Lincoln,1 Eddyville School Rd,Eddyville,OR,97343,43,2097,Lincoln County SD,Eddyville Charter School,195,195,8,0.04103,,0,,0,,0,15,0.07692,156,0.8,16,0.08205,1 Eddyville School Rd Eddyville OR 97343,-123.7782133,44.633966,Lincoln,2097,Lincoln County SD,Eddyville Charter School,School,Total Population,Total Population,3.1,3.4,3.2,12,11.2,14,16.6,14,13.2,14,9.6,14
3362,Harper Charter School,Malheur,2987 Harper/Westfall Rd,Harper,OR,97906,0,2114,Harper SD 66,Harper Charter School,109,103,,0,1,0.00971,,0,,0,16,0.15534,82,0.79612,4,0.03883,2987 Harper/Westfall Rd Harper OR 97906,-117.6071336,43.8649039,Malheur,2114,Harper SD 66,Harper Charter School,School,Total Population,Total Population,4.5,4.7,4.5,11,10.5,11,12.9,11,11.2,11,5.2,11
3363,Ione Community Charter School,Morrow,445 Spring St,Ione,OR,97843,0,3997,Ione SD R2,Ione Community Charter School,180,182,2,0.01099,,0,,0,,0,56,0.30769,120,0.65934,4,0.02198,445 Spring St Ione OR 97843,-119.8283846,45.4988591,Morrow,3997,Ione SD R2,Ione Community Charter School,School,Total Population,Total Population,4,4.3,4.1,8,12,7,16.1,7,14.6,7,10.6,7
3364,Helix School,Umatilla,120 Main,Helix,OR,97835,0,2201,Helix SD 1,Helix School,184,190,,0,4,0.02105,1,0.00526,,0,10,0.05263,161,0.84737,14,0.07368,120 Main Helix OR 97835,-118.6537564,45.8507337,Umatilla,2201,Helix SD 1,Helix School,School,Total Population,Total Population,3.1,3.5,3.3,13,10.7,14,14.5,13,13,13,10.2,13
3365,North Powder Charter School,Union,333  G  St,North Powder,OR,97867,0,2214,North Powder SD 8J,North Powder Charter School,282,270,1,0.0037,,0,,0,3,0.01111,40,0.14815,226,0.83704,,0,333  G  St North Powder OR 97867,-117.9249091,45.0280907,Union,2214,North Powder SD 8J,North Powder Charter School,School,Total Population,Total Population,3.3,4,3.6,18,10.8,19,16.1,19,12.7,19,10.5,19
3366,Long Creek School,Grant,375 E Main,Long Creek,OR,97856,,2012,Long Creek SD 17,Long Creek School,32,33,2,0.06061,4,0.12121,,0,,0,4,0.12121,20,0.60606,3,0.09091,375 E Main Long Creek OR 97856,-119.1008385,44.7134864,Grant,2012,Long Creek SD 17,Long Creek School,School,Total Population,Total Population,,,,,,,,,,,,
3372,Cascade Locks School,Hood River,300 Wa-na-pa St,Cascade Locks,OR,97014,,2024,Hood River County SD,Cascade Locks School,69,67,1,0.01493,1,0.01493,,0,,0,14,0.20896,46,0.68657,5,0.07463,300 Wa-na-pa St Cascade Locks OR 97014,-121.8931267,45.6687364,Hood River,2024,Hood River County SD,Cascade Locks School,School,Total Population,Total Population,3.3,3.7,3.4,13,10.2,13,8.6,13,6.6,13,1,13
3373,Claggett Creek Middle School,Marion,1810 Alder Dr NE,Keizer,OR,97303,4061,2142,Salem-Keizer SD 24J,Claggett Creek Middle School,956,989,11,0.01112,6,0.00607,14,0.01416,7,0.00708,495,0.50051,396,0.4004,60,0.06067,1810 Alder Dr NE Keizer OR 97303,-123.0113556,44.984672,,,,,,,,,,,,,,,,,,,
3374,Weddle Elementary School,Marion,1825 Alder Dr NE,Keizer,OR,97303,4062,2142,Salem-Keizer SD 24J,Weddle Elementary School,428,438,6,0.0137,2,0.00457,13,0.02968,2,0.00457,235,0.53653,153,0.34932,27,0.06164,1825 Alder Dr NE Keizer OR 97303,-123.0127445,44.9855237,Marion,2142,Salem-Keizer SD 24J,Weddle Elementary School,School,Total Population,Total Population,3.2,3.5,3.3,56,9,56,7.1,56,6.2,56,3.5,56
3375,Lamb Elementary School,Marion,4930 Herrin Rd NE,Salem,OR,97305,3625,2142,Salem-Keizer SD 24J,Lamb Elementary School,496,468,2,0.00427,4,0.00855,8,0.01709,5,0.01068,326,0.69658,111,0.23718,12,0.02564,4930 Herrin Rd NE Salem OR 97305,-122.9602568,44.9763463,Marion,2142,Salem-Keizer SD 24J,Lamb Elementary School,School,Total Population,Total Population,3.6,3.8,3.7,57,8.3,56,8,56,6.4,56,3.3,56
3376,Hammond Elementary School,Marion,4900 Bayne St NE,Salem,OR,97305,3590,2142,Salem-Keizer SD 24J,Hammond Elementary School,515,491,1,0.00204,21,0.04277,7,0.01426,5,0.01018,290,0.59063,150,0.3055,17,0.03462,4900 Bayne St NE Salem OR 97305,-122.956054,44.994225,Marion,2142,Salem-Keizer SD 24J,Hammond Elementary School,School,Total Population,Total Population,3.2,3.6,3.4,68,9.5,68,9.4,68,7.1,68,2.3,68
3377,Hallman Elementary School,Marion,4000 Deerhaven Dr NE,Salem,OR,97303,1368,2142,Salem-Keizer SD 24J,Hallman Elementary School,426,416,3,0.00721,7,0.01683,14,0.03365,4,0.00962,281,0.67548,87,0.20913,20,0.04808,4000 Deerhaven Dr NE Salem OR 97303,-122.9955901,44.9777427,Marion,2142,Salem-Keizer SD 24J,Hallman Elementary School,School,Total Population,Total Population,3.1,3.6,3.3,58,9.6,57,9.2,57,7.7,57,3.5,56
3378,Perrydale School,Polk,7445 Perrydale Rd,Amity,OR,97101,9725,2192,Perrydale SD 21,Perrydale School,316,309,1,0.00324,1,0.00324,,0,1,0.00324,10,0.03236,287,0.9288,9,0.02913,7445 Perrydale Rd Amity OR 97101,-123.2574933,45.0418577,Polk,2192,Perrydale SD 21,Perrydale School,School,Total Population,Total Population,3.7,3.8,3.7,24,11.3,24,14.8,24,12.4,24,7.5,24
3400,Camas Valley School,Douglas,197 Main Camas Rd,Camas Valley,OR,97416,0,1995,Camas Valley SD 21J,Camas Valley School,217,219,1,0.00457,,0,,0,,0,8,0.03653,188,0.85845,22,0.10046,197 Main Camas Rd Camas Valley OR 97416,-123.6750716,43.0346389,Douglas,1995,Camas Valley SD 21J,Camas Valley School,School,Total Population,Total Population,2.2,2.5,2.3,14,11.6,13,16.8,13,14.5,13,5,13
3401,Triangle Lake Charter School,Lane,20264 Blachly Grange Rd,Blachly,OR,97412,9714,2095,Blachly SD 90,Triangle Lake Charter School,227,234,4,0.01709,2,0.00855,,0,1,0.00427,21,0.08974,200,0.8547,6,0.02564,20264 Blachly Grange Rd Blachly OR 97412,-123.5444116,44.1953938,Lane,2095,Blachly SD 90,Triangle Lake Charter School,School,Total Population,Total Population,3.5,3.7,3.5,16,10.6,16,13.4,16,10.9,16,6.2,16
3402,Dufur School,Wasco,802 NE 5th St,Dufur,OR,97021,3034,2229,Dufur SD 29,Dufur School,308,331,27,0.08157,1,0.00302,1,0.00302,,0,23,0.06949,257,0.77644,22,0.06647,802 NE 5th St Dufur OR 97021,-121.1242726,45.454948,Wasco,2229,Dufur SD 29,Dufur School,School,Total Population,Total Population,3.4,3.4,3.4,28,11.3,27,16.8,27,14.2,27,11.1,27
3403,Spray School,Wheeler,303 Park Ave,Spray,OR,97874,,2247,Spray SD 1,Spray School,51,62,,0,7,0.1129,,0,,0,4,0.06452,50,0.80645,1,0.01613,303 Park Ave Spray OR 97874,-119.792629,44.8344771,Wheeler,2247,Spray SD 1,Spray School,School,Total Population,Total Population,,,,,,,,,,,,
3404,Mitchell School,Wheeler,340 SE High St,Mitchell,OR,97750,0,2249,Mitchell SD 55,Mitchell School,46,46,,0,4,0.08696,,0,1,0.02174,10,0.21739,30,0.65217,1,0.02174,340 SE High St Mitchell OR 97750,-120.1470618,44.5646861,Wheeler,2249,Mitchel SD 55,Mitchell School,School,Total Population,Total Population,,,,,,,,,,,,
3426,Desert View Elementary School,Umatilla,1225 SW 9th,Hermiston,OR,97838,2147,2206,Hermiston SD 8,Desert View Elementary School,616,589,6,0.01019,2,0.0034,1,0.0017,4,0.00679,260,0.44143,304,0.51613,12,0.02037,1225 SW 9th Hermiston OR 97838,-119.3044671,45.8307002,Umatilla,2206,Hermiston SD 8,Desert View Elementary School,School,Total Population,Total Population,3.4,3.8,3.6,93,10.4,93,10.1,93,7.8,93,3.4,93
3432,Ukiah School,Umatilla,201 Hill St,Ukiah,OR,97880,218,2210,Ukiah SD 80R,Ukiah School,31,30,1,0.03333,8,0.26667,,0,,0,4,0.13333,17,0.56667,,0,201 Hill St Ukiah OR 97880,-118.9329442,45.1360238,Umatilla,2210,Ukiah SD 80R,Ukiah School,School,Total Population,Total Population,,,,,,,,,,,,
3433,Echo School,Umatilla,600 E Gerone St,Echo,OR,97826,9600,2203,Echo SD 5,Echo School,295,288,5,0.01736,1,0.00347,,0,3,0.01042,42,0.14583,230,0.79861,7,0.02431,600 E Gerone St Echo OR 97826,-119.1899039,45.740136,Umatilla,2203,Echo SD 5,Echo School,School,Total Population,Total Population,3.2,3.4,3.2,21,11.1,21,13,21,11.1,21,9.7,21
3434,Cove Charter School,Union,803 Main St,Cove,OR,97824,0,2216,Cove SD 15,Cove Charter School,277,292,1,0.00342,,0,,0,3,0.01027,17,0.05822,259,0.88699,12,0.0411,803 Main St Cove OR 97824,-117.8096151,45.2978041,Union,2216,Cove SD 15,Cove Charter School,School,Total Population,Total Population,3.7,4.3,3.9,18,13.8,18,14.8,18,12.9,18,8.2,18
3437,Jacob Wismer Elementary School,Washington,5477 NW Skycrest Pkwy,Portland,OR,97229,2306,2243,Beaverton SD 48J,Jacob Wismer Elementary School,753,727,1,0.00138,446,0.61348,2,0.00275,8,0.011,23,0.03164,211,0.29023,36,0.04952,5477 NW Skycrest Pkwy Portland OR 97229,-122.8230793,45.5603695,Washington,2243,Beaverton SD 48J,Jacob Wismer Elementary School,School,Total Population,Total Population,3.7,3.9,3.7,83,13.4,83,22.5,83,21.3,83,18.3,83
3440,Kings Valley Charter School,Benton,38840 Kings Valley Hwy,Philomath,OR,97370,9750,1900,Philomath SD 17J,Kings Valley Charter School,207,199,3,0.01508,3,0.01508,,0,1,0.00503,19,0.09548,164,0.82412,9,0.04523,38840 Kings Valley Hwy Philomath OR 97370,-123.4329284,44.6945817,Benton,1900,Philomath SD 17J,Kings Valley Charter School,School,Total Population,Total Population,3.1,3.3,3.2,15,9.9,15,13.1,14,11.7,14,8.4,14
3448,Realms Middle School,Deschutes,63175 O B Riley,Bend,OR,97701,,1976,Bend-LaPine Administrative SD 1,Realms Middle School,153,151,,0,2,0.01325,,0,2,0.01325,6,0.03974,137,0.90728,4,0.02649,63175 O B Riley Bend OR 97701,-121.313514,44.094189,,,,,,,,,,,,,,,,,,,
3451,Opal School of the Portland Children's Museum,Multnomah,4015 SW Canyon Rd,Portland,OR,97221,2759,2180,Portland SD 1J,Opal School of the Portland Children's Museum,87,88,,0,1,0.01136,,0,,0,11,0.125,67,0.76136,9,0.10227,4015 SW Canyon Rd Portland OR 97221,-122.7177995,45.5084759,Multnomah,2180,Portland SD 1J,Opal School of the Portland Childrens Museum,School,Total Population,Total Population,4.3,4.8,4.4,13,11.5,14,13.4,14,10.6,14,6.5,14
3452,Three Rivers Charter School,Clackamas,2565 SW Ek Rd,West Linn,OR,97068,9728,1922,West Linn-Wilsonville SD 3J,Three Rivers Charter School,111,112,,0,26,0.23214,,0,,0,5,0.04464,71,0.63393,10,0.08929,2565 SW Ek Rd West Linn OR 97068,-122.7030889,45.3673041,,,,,,,,,,,,,,,,,,,
